,ADX,ADX_RB_13,ADX_RB_2,ADX_RB_21,ADX_RB_3,ADX_RB_5,ADX_RB_8,Close_EMA200,EMA15_30,EMA15_30_RB_13,EMA15_30_RB_2,EMA15_30_RB_21,EMA15_30_RB_3,EMA15_30_RB_5,EMA15_30_RB_8,EMA5_20,EMA5_20_RB_short_13,EMA5_20_RB_short_2,EMA5_20_RB_short_3,EMA5_20_RB_short_5,EMA5_20_RB_short_8,RSI_EMA5,RSI_EMA5_RB_13,RSI_EMA5_RB_2,RSI_EMA5_RB_21,RSI_EMA5_RB_3,RSI_EMA5_RB_5,RSI_EMA5_RB_8,RSI_RB_short_13,RSI_RB_short_2,RSI_RB_short_3,RSI_RB_short_5,RSI_RB_short_8,Rolling_EMA30_RB_short_13,Rolling_EMA30_RB_short_2,Rolling_EMA30_RB_short_3,Rolling_EMA30_RB_short_5,Rolling_EMA30_RB_short_8,Rolling_EMA50_RB_13,Rolling_EMA50_RB_2,Rolling_EMA50_RB_21,Rolling_EMA50_RB_3,Rolling_EMA50_RB_5,Rolling_EMA50_RB_8,Stochastic,Stochastic_RB_13,Stochastic_RB_2,Stochastic_RB_21,Stochastic_RB_3,Stochastic_RB_5,Stochastic_RB_8,pred_down_0,pred_down_1,pred_down_2,pred_down_3,pred_down_4,pred_down_5,pred_down_6,pred_down_7,pred_down_8,pred_down_9,pred_down_short_0,pred_down_short_1,pred_down_short_2,pred_down_short_3,pred_down_short_4,pred_down_short_5,pred_down_short_6,pred_down_short_7,pred_down_short_8,pred_down_short_9,pred_up_0,pred_up_1,pred_up_2,pred_up_3,pred_up_4,pred_up_5,pred_up_6,pred_up_7,pred_up_8,pred_up_9,pred_up_short_0,pred_up_short_1,pred_up_short_2,pred_up_short_3,pred_up_short_4,pred_up_short_5,pred_up_short_6,pred_up_short_7,pred_up_short_8,pred_up_short_9,trade_flag,trade_result
13416,37.38476779,59.63916842,37.23920123,49.51259815,31.82663464,36.53318578,18.3309779,7.760741476,0.299413883,2.705145066,1.5734861,6.091957588,1.619675495,1.662941023,1.883751606,-0.590303674,0.726316191,-0.797163751,-0.804286714,-0.725651924,-0.230697845,38.6597806,61.70370313,59.96024471,50.77905375,53.58124758,55.13543558,60.22933235,68.93203883,37.20626632,36.29139073,37.90186125,37.58278146,-0.00036461,-5.18E-05,-9.68E-05,-0.000185443,-0.000358281,0.002026344,-0.000250525,0.002768627,-6.92E-05,0.000300523,0.000981486,33.0472103,68.24104235,43.72881356,31.09589041,87.33333333,26.89393939,98.62258953,0.049258983,0.096012844,0.179323745,0.365284107,0.45759846,0.446398352,0.492832352,0.465302506,0.676279598,0.670008181,0.583468069,0.676974929,0.77159589,0.881884681,0.923111614,0.937163892,0.939744582,0.91325831,0.923560357,0.933321376,0.950741017,0.903987156,0.820676255,0.634715893,0.54240154,0.553601648,0.507167648,0.534697494,0.323720402,0.329991819,0.416531931,0.323025071,0.22840411,0.118115319,0.076888386,0.062836108,0.060255418,0.08674169,0.076439643,0.066678624,-1,1
13643,25.39173884,50.44414983,17.66140188,34.04204912,28.4887895,30.06961522,42.84391416,-17.00505647,-2.718770916,-3.543585238,0.221069655,-2.552540776,-0.023008051,-1.148794091,-1.780950611,-4.962175375,0.659904657,-3.178552167,-2.646839936,-0.576809931,1.05075955,34.87814616,33.68618038,55.65918002,39.60028189,53.36236313,44.49947743,63.0042687,51.14457831,24.06989853,35.65432099,38.34306957,60.3884638,-0.001350378,-0.000737157,-0.000982967,-0.001480164,-0.001627145,-0.00249501,-0.001000478,-0.006205171,-0.000865616,-0.000660864,-0.000744582,3.44403444,51.15207373,73.54570637,17.64705882,82.13296399,33.69565217,92.50985545,0.629968508,0.509895429,0.486757842,0.528172742,0.542943577,0.699956092,0.835831892,0.906776299,0.927744692,0.966832131,0.782520685,0.635257341,0.506581673,0.505834126,0.585385778,0.738467627,0.94592327,0.993114435,0.997981397,0.998414419,0.370031492,0.490104571,0.513242158,0.471827258,0.457056423,0.300043908,0.164168108,0.093223701,0.072255308,0.033167869,0.217479315,0.364742659,0.493418327,0.494165874,0.414614222,0.261532373,0.05407673,0.006885565,0.002018603,0.001585581,-1,1
13673,29.09202583,40.46501506,18.55321787,56.56438834,34.66269339,43.30289209,17.66140188,-1.553970318,0.664666899,-1.306832512,-3.271914347,-3.287941036,-3.932706316,-4.380380776,0.221069655,3.667746072,-1.009543696,3.068495284,2.732884212,2.186404621,-0.841028462,61.30621013,64.91589291,49.09196711,34.70437806,41.15562943,22.40742743,55.65918002,59.756691,69.34919524,69.90724837,55.55555556,45.73170732,0.001468916,0.000472674,0.00069018,0.00104673,0.001678406,-0.002155384,0.000935157,-0.004909921,0.000687887,-0.000273726,-0.002372988,98.13571961,39.79135618,26.28516004,12.66666667,56.83802134,26.75367047,73.54570637,0.984206585,0.992629232,0.991686446,0.963012576,0.864590134,0.630817967,0.686144158,0.550280209,0.35330431,0.268131877,0.614938858,0.906786818,0.96912047,0.891413927,0.350592832,0.039549803,0.041815667,0.105746036,0.104735916,0.057227795,0.015793415,0.007370768,0.008313554,0.036987424,0.135409866,0.369182033,0.313855842,0.449719791,0.64669569,0.731868123,0.385061142,0.093213182,0.03087953,0.108586073,0.649407168,0.960450197,0.958184333,0.894253964,0.895264084,0.942772205,1,1
13709,37.47318456,29.34547315,27.61997667,43.90181471,36.46833004,69.01998852,17.09497507,-0.826966333,0.68844618,-3.243159679,1.483215343,-1.571023222,3.07448794,3.689967073,-1.137110937,-0.126373391,-0.370068221,-0.240131567,-0.355616302,-0.549791804,-1.031716373,42.19441753,32.5679279,44.52623015,65.37449165,56.10940724,73.4689596,53.28884073,31.46811071,37.14773698,42.85714286,41.86343331,36.51376147,-0.000544806,-2.18E-05,-2.23E-05,-4.76E-05,-0.000112186,0.001374593,-7.37E-05,0.000336351,-0.000281032,0.00057848,0.003110077,86.17021277,13.56589147,32.91925466,73.56164384,45.81939799,49.18743229,77.5,0.463455674,0.441364916,0.581227102,0.47855646,0.527910471,0.65945399,0.680677501,0.672251865,0.701833586,0.635802681,0.988287305,0.972631183,0.954111595,0.933140491,0.902296543,0.8796655,0.870290169,0.860948231,0.835434609,0.804877281,0.536544326,0.558635084,0.418772898,0.52144354,0.472089529,0.34054601,0.319322499,0.327748135,0.298166414,0.364197319,0.011712695,0.027368817,0.045888405,0.066859509,0.097703457,0.1203345,0.129709831,0.139051769,0.164565391,0.195122719,1,1
13772,28.50681184,34.67748001,12.75051286,14.65041264,28.36033724,63.10774837,12.28707015,-0.982374259,-0.110110161,0.774154513,1.712154128,-1.858434681,2.17250046,2.662149729,0.566550435,-1.781262709,0.932383682,-1.367075396,-0.925756452,-0.56643268,-0.543627534,34.50942594,41.20115424,50.20788717,50.25923526,49.65232154,70.4947506,50.69807405,60.81395349,26.26641651,36.69634026,39.37728938,41.28014842,-0.000796663,-0.000246032,-0.000376088,-0.000512835,-0.000613146,0.002036253,-0.000412372,0.005332219,-0.000296505,0.000181534,0.001745243,3.32326284,48.48484848,7.387862797,95.35714286,72.99703264,57.35080058,88.48039216,0.246247909,0.396407807,0.322066347,0.509186971,0.530557468,0.390333512,0.619755407,0.711656552,0.812157855,0.868057611,0.829687991,0.918374473,0.914352194,0.936818575,0.945341283,0.908964678,0.899023038,0.918138191,0.94740133,0.970217655,0.753752091,0.603592193,0.677933653,0.490813029,0.469442532,0.609666488,0.380244593,0.288343448,0.187842145,0.131942389,0.170312009,0.081625527,0.085647806,0.063181425,0.054658717,0.091035322,0.100976962,0.081861809,0.05259867,0.029782345,1,1
13967,41.88652395,37.10490571,31.13508963,32.64929286,53.21843871,69.17445618,45.66917048,-2.2382129,-0.463470401,-0.742044903,1.623283689,0.286641049,1.954586968,2.295292203,0.380848578,-2.202962009,0.780286788,-1.627583175,-1.241733749,-0.813771202,-0.219976872,22.26233286,50.49975179,49.76415704,61.02472872,58.23403278,73.33848981,65.07677763,50.48355899,7.716535433,11.58301158,31.68168168,41.32553606,-0.000863596,-0.000307895,-0.000446579,-0.000627999,-0.000797638,0.001524248,-0.000515654,0.000856841,-0.000374084,0.000111915,0.001343126,7.713884993,80.64516129,10.68376068,86.40776699,60.41666667,81.42414861,49.12891986,0.378075073,0.399783888,0.48531326,0.462926149,0.59403278,0.500916412,0.650815678,0.672343402,0.783911903,0.831980725,0.756402578,0.855260787,0.871301365,0.904393416,0.928014881,0.924553563,0.951823877,0.964072773,0.973253882,0.981019495,0.621924927,0.600216112,0.51468674,0.537073851,0.40596722,0.499083588,0.349184322,0.327656598,0.216088097,0.168019275,0.243597422,0.144739213,0.128698635,0.095606584,0.071985119,0.075446437,0.048176123,0.035927227,0.026746118,0.018980505,1,1
14093,27.57117153,16.62404817,6.950458445,51.89257164,13.26734288,23.12676042,39.01260688,7.660170868,3.050398176,-0.28925924,-0.850422302,-2.136547429,-0.982424462,-0.897261461,-0.47287786,6.173465167,-0.601593568,6.439669517,3.378348982,-0.782470827,0.061453707,59.1359518,53.78908924,45.43140778,36.64130442,46.02085865,41.18847574,35.80399848,41.4500684,81.4479638,79.47927372,38.84381339,55.05464481,0.001906285,0.000721362,0.001450345,0.002067136,0.001892533,0.000436257,0.001303379,0.000145593,0.001218351,0.000961666,0.00050194,54.92307692,33.33333333,54.68277946,57.14285714,3.594771242,69.7309417,44.28571429,0.81928793,0.866823733,0.839125669,0.789787531,0.79367272,0.958680523,0.908738674,0.961321589,0.275463272,0.069773329,0.849204276,0.795344308,0.755628597,0.750888407,0.750682308,0.889978042,0.952090549,0.967687108,0.02222353,2.82E-05,0.18071207,0.133176267,0.160874331,0.210212469,0.20632728,0.041319477,0.091261326,0.038678411,0.724536728,0.930226671,0.150795724,0.204655692,0.244371403,0.249111593,0.249317692,0.110021958,0.047909451,0.032312892,0.97777647,0.999971793,1,-1
14095,29.86800408,18.17851771,7.691987629,41.76500806,9.668795446,21.26100024,40.07382666,1.05287113,2.628068884,-0.087872263,-0.713110938,-1.998080357,-0.980270767,-0.905403923,-0.3568648,2.687855404,-0.290176933,6.173465167,6.80793684,3.378348982,-0.586543998,58.15623031,53.72420144,48.43447257,39.16519544,46.72459143,42.67043693,39.37764715,46.22991347,64.34150283,70.48951049,79.47927372,33.12034079,0.00191753,-6.51E-06,0.000277561,0.001443828,0.001992341,0.000435248,0.001357988,0.000277462,0.001327542,0.001070579,0.000546879,29.61538462,91.20879121,64.65256798,65.20547945,24.16918429,47.56446991,86.2244898,0.839125669,0.789787531,0.79367272,0.958680523,0.908738674,0.961321589,0.275463272,0.069773329,0.086728756,0.085919653,0.755628597,0.750888407,0.750682308,0.889978042,0.952090549,0.967687108,0.02222353,2.82E-05,2.07E-05,0.001072476,0.160874331,0.210212469,0.20632728,0.041319477,0.091261326,0.038678411,0.724536728,0.930226671,0.913271244,0.914080347,0.244371403,0.249111593,0.249317692,0.110021958,0.047909451,0.032312892,0.97777647,0.999971793,0.999979343,0.998927524,1,-1
14112,35.96489054,23.33297516,30.51011288,34.74432159,30.9162437,10.70102096,17.89148853,-17.53958897,-2.903321546,-0.321882722,2.325306215,-0.720105936,1.922595776,-0.866782137,-0.880842701,-9.094174026,0.885927998,-2.77382228,-0.78092103,0.110697707,1.588615353,40.14341382,41.69416743,57.12419238,55.39317566,56.11459197,45.36659702,45.56768202,56.26822157,40.75682382,47.4539545,40.90909091,37.69577913,-0.001774346,-0.001707332,-0.002097964,-0.002258921,-0.002357218,-0.000477987,-0.00129579,-0.000472135,-0.000838696,0.000526315,0.000197883,19.8357549,11.96581197,32.4260355,57.57575758,23.5,0.250626566,73.92550143,0.103948373,0.176129565,0.091318058,0.105286346,0.261240836,0.295504655,0.302566258,0.360456994,0.526561533,0.85683764,0.27036297,0.608837959,0.462141026,0.35043598,0.705970821,0.896000116,0.924341953,0.940060308,0.976137535,0.99838161,0.896051627,0.823870435,0.908681942,0.894713654,0.738759164,0.704495345,0.697433742,0.639543006,0.473438467,0.14316236,0.72963703,0.391162041,0.537858974,0.64956402,0.294029179,0.103999884,0.075658047,0.059939692,0.023862465,0.00161839,-1,1
14113,39.28662635,26.31709289,30.5555262,32.45507374,31.13400362,13.07191169,17.1079902,-14.5929264,-3.721566573,-0.379987478,2.472454765,-0.802455156,1.890433269,-0.962480686,-0.827090104,-8.951170056,2.067580902,-7.747355659,-2.77382228,-0.222641536,0.730022972,38.73464316,39.14587725,57.64122025,52.75383049,55.93001574,44.18063636,46.13342079,60.03480278,25.71007785,40.75682382,49.10313901,31.43519711,-0.002532044,-0.001185657,-0.002209136,-0.002709115,-0.002801726,-0.000820418,-0.001783021,-0.000802336,-0.001258552,0.000208857,-0.000167056,28.67972205,8.544303797,45.20710059,20.27972028,33.23076923,35.95284872,72.57617729,0.176129565,0.091318058,0.105286346,0.261240836,0.295504655,0.302566258,0.360456994,0.526561533,0.85683764,0.992310758,0.608837959,0.462141026,0.35043598,0.705970821,0.896000116,0.924341953,0.940060308,0.976137535,0.99838161,0.999999402,0.823870435,0.908681942,0.894713654,0.738759164,0.704495345,0.697433742,0.639543006,0.473438467,0.14316236,0.007689242,0.391162041,0.537858974,0.64956402,0.294029179,0.103999884,0.075658047,0.059939692,0.023862465,0.00161839,5.98E-07,-1,1
14117,51.12637472,37.15730309,27.02342716,23.1334591,30.51011288,25.29808927,15.37890522,-9.526283743,-5.273933113,-0.490438334,1.90299134,-0.934510873,2.325306215,2.653018197,-0.889656,-5.680782011,1.588615353,-8.773351958,-8.585511469,-9.094174026,-0.78092103,34.88192892,35.97071737,46.5307389,49.7363732,57.12419238,57.97916268,45.36947262,37.69577913,26.83180683,26.73164662,30.64230996,47.4539545,-0.004231927,-0.000390708,-0.000921741,-0.001879139,-0.00397316,-0.00185878,-0.002989565,-0.001812756,-0.002790906,-0.002130927,-0.001189433,45.41513838,36.42384106,44.40124417,20.27972028,32.4260355,65.26923077,33.24099723,0.295504655,0.302566258,0.360456994,0.526561533,0.85683764,0.992310758,0.993524886,0.996575298,0.998739281,0.999678576,0.896000116,0.924341953,0.940060308,0.976137535,0.99838161,0.999999402,0.999999971,0.999999399,0.999982922,0.99996988,0.704495345,0.697433742,0.639543006,0.473438467,0.14316236,0.007689242,0.006475114,0.003424702,0.001260719,0.000321424,0.103999884,0.075658047,0.059939692,0.023862465,0.00161839,5.98E-07,2.90E-08,6.01E-07,1.71E-05,3.01E-05,-1,1
14150,33.49135077,7.691987629,16.70982396,16.66592835,17.54313513,43.19915127,28.51628231,-3.753859638,-0.505511058,-0.713110938,-2.839365614,-0.235139184,-4.615821294,-4.141458272,0.50292533,1.109703264,0.512507539,1.657120094,1.971365307,1.715855123,1.287629831,62.35323727,48.43447257,50.72355273,47.5035983,41.95653711,45.49994116,45.93136854,50.43920481,65.79710145,73.27683616,73.44439,59.86328125,0.001098987,5.89E-05,0.000118775,0.000375359,0.000683468,-0.002717049,0.000510032,-0.003677295,0.000609506,-0.000910406,-0.004324668,69.95230525,64.65256798,70.08403361,4.533333333,50.27777778,49.40570523,13.97604107,0.889485301,0.807014442,0.485527034,0.636936512,0.482410434,0.337680564,0.307976561,0.256971454,0.230953793,0.284545038,0.29726581,0.448291917,0.25764034,0.300472581,0.450745406,0.491683244,0.301435178,0.243272263,0.260052174,0.35546224,0.110514699,0.192985558,0.514472966,0.363063488,0.517589566,0.662319436,0.692023439,0.743028546,0.769046207,0.715454962,0.70273419,0.551708083,0.74235966,0.699527419,0.549254594,0.508316756,0.698564822,0.756727737,0.739947826,0.64453776,1,1
14223,47.31726173,31.34848337,37.10188666,51.41311221,35.91532035,23.70550629,29.04130018,-0.539756285,-0.046616848,0.698453515,0.662862385,-5.171045147,1.518174152,2.234810826,1.804755718,-0.84671627,-0.872847222,-0.67115624,-0.55480792,-0.258109968,-0.507273403,38.779636,58.73953654,36.36990875,34.98721328,52.11673941,63.72137002,60.1880254,31.75287356,40.08042895,34.33029909,35.9939759,36.16071429,-0.000463739,-0.000116888,-0.000169298,-0.000247147,-0.000265265,0.002264508,-0.000196586,0.001354724,-0.000365725,-2.74E-05,0.000841085,39.88764045,15.71038251,28.41726619,49.07439749,6.872037915,88.00738007,16.88654354,0.524648714,0.486936885,0.651191829,0.413881087,0.333202026,0.322460545,0.392256998,0.302504327,0.569621782,0.55301635,0.948845935,0.924370416,0.914826998,0.887390056,0.884021025,0.868822569,0.879444448,0.889162482,0.930076493,0.950413864,0.475351286,0.513063115,0.348808171,0.586118913,0.666797974,0.677539455,0.607743002,0.697495673,0.430378218,0.44698365,0.051154065,0.075629584,0.085173002,0.112609944,0.115978975,0.131177431,0.120555552,0.110837518,0.069923507,0.049586136,-1,1
14294,34.58567602,34.04117719,16.65558011,20.19810084,22.0164779,26.29339747,46.9076999,-4.316898988,-1.74726847,-0.005159052,0.521423621,1.52606309,0.56648104,0.77466845,1.097514011,-3.341728671,0.051126817,-3.085043244,-2.015641736,-0.287876471,-0.00277357,29.2740511,46.37397599,51.23198514,56.22078638,47.12234785,49.8766064,56.79928241,53.6971831,11.57796452,13.77777778,37.75743707,54.20792079,-0.001124997,-0.000421163,-0.000723744,-0.001089247,-0.001144586,0.000496462,-0.000805943,0.00112767,-0.000765088,-0.000682116,-0.000345286,17.69147789,64.35406699,41.07142857,87.5,48.51485149,10.03649635,56.83453237,0.157139763,0.439123822,0.492453223,0.490415631,0.463247722,0.647660722,0.74855731,0.810170111,0.898163754,0.966948721,0.757430453,0.739270786,0.779618848,0.828281092,0.831933267,0.808036687,0.861769789,0.945923264,0.991861424,0.99899214,0.842860237,0.560876178,0.507546777,0.509584369,0.536752278,0.352339278,0.25144269,0.189829889,0.101836246,0.033051279,0.242569547,0.260729214,0.220381152,0.171718908,0.168066733,0.191963313,0.138230211,0.054076736,0.008138576,0.00100786,-1,1
14324,47.41494532,28.69892983,37.30236951,38.89044097,55.55386316,55.01593457,16.65558011,5.042052191,1.690331091,1.129273299,-2.761621714,0.451960366,-3.34273375,-2.628203934,0.521423621,4.995081532,-1.367902273,4.661682275,3.551037217,0.669958668,-0.266069477,72.97237044,52.00851775,39.52704102,36.46449106,29.63895641,22.73627546,51.23198514,36.71373556,88.95248998,85.93350384,71.66042447,54.15549598,0.00187322,0.000651158,0.001051059,0.001729525,0.001914578,-0.001331912,0.001187562,-0.000535831,0.000940376,-0.000189611,-0.001626706,72.25672878,39.20863309,58.3090379,63.75838926,11.82033097,7.456140351,41.07142857,0.979253823,0.984005732,0.971099082,0.959231532,0.946802406,0.915435715,0.940431819,0.760297781,0.490699503,0.265115169,0.85101454,0.838979214,0.839635582,0.833452145,0.707749828,0.511193792,0.457121929,0.069720947,0.007680209,0.001823948,0.020746177,0.015994268,0.028900918,0.040768468,0.053197594,0.084564285,0.059568181,0.239702219,0.509300497,0.734884831,0.14898546,0.161020786,0.160364418,0.166547855,0.292250172,0.488806208,0.542878071,0.930279053,0.992319791,0.998176052,1,1
14369,31.0108206,70.24625947,43.29097601,22.62071166,47.03120654,40.7416681,70.98198793,7.460858956,1.795191017,-2.968237052,3.571905272,1.215192109,4.686297371,5.397494076,3.441450841,-0.476780776,0.233014372,-0.845181246,-0.776731683,-0.305544421,-0.098540748,39.19795614,23.33365065,47.71757702,56.42253083,63.99882798,69.42849341,74.6872089,40.31986532,32.71954674,28.45303867,32.37847222,35.52750225,-0.000301606,-2.88E-05,-8.55E-05,-0.000214917,-0.000255139,0.005447713,1.43E-05,0.003571644,0.000174572,0.001477719,0.00408311,53.78378378,15.29411765,26.64298401,42.15328467,27.06502636,72.45322245,93.76285127,0.120096674,0.127280846,0.238609802,0.201115284,0.147508012,0.316147081,0.412126612,0.467325877,0.561177334,0.562021283,0.861801663,0.843110046,0.842828613,0.862091595,0.822140966,0.831689435,0.90960238,0.938020987,0.954671499,0.955936052,0.879903326,0.872719154,0.761390198,0.798884716,0.852491988,0.683852919,0.587873388,0.532674123,0.438822666,0.437978717,0.138198337,0.156889954,0.157171387,0.137908405,0.177859034,0.168310565,0.09039762,0.061979013,0.045328501,0.044063948,1,1
14480,48.27142172,55.6656153,54.85073966,14.31780358,71.48973327,44.78970071,22.11356163,6.047582849,1.002323946,1.221530036,3.00059749,1.338974922,3.484012276,3.17660773,1.275379439,-0.994592314,0.951455467,-0.978740548,-0.963488662,-0.641243574,-0.096935361,33.48067866,63.59413115,53.28962354,43.87460022,69.34648824,69.47719718,54.59523573,43.02449414,29.95720399,22.49322493,34.62603878,34.46088795,-0.000412474,-0.000107589,-0.000165606,-0.00029905,-0.000450399,0.003365643,-0.000190672,0.003817101,8.77E-05,0.001216449,0.002373045,1.805869074,93.93939394,20.08733624,70,36.88155922,82.10970464,55.46558704,0.033938107,0.087518001,0.129536738,0.226630228,0.239944722,0.243582833,0.268092136,0.38821445,0.571740145,0.556117765,0.589435086,0.7408272,0.820528119,0.897983515,0.939093143,0.939340138,0.947282705,0.948475245,0.957980213,0.966332235,0.966061893,0.912481999,0.870463262,0.773369772,0.760055278,0.756417167,0.731907864,0.61178555,0.428259855,0.443882235,0.410564914,0.2591728,0.179471881,0.102016485,0.060906857,0.060659862,0.052717295,0.051524755,0.042019787,0.033667765,-1,1
14499,27.20131466,29.01132108,49.80373238,13.58372478,57.96411129,46.55726505,61.18166506,8.713560932,1.143028429,1.499253197,0.202627163,0.437546564,0.618638014,2.129492836,3.865373905,1.517640187,-0.87847434,1.155658765,0.962387179,0.03089205,-0.211686938,57.88099909,57.00502446,37.13296021,48.2419944,31.7389129,41.66193709,75.68814089,34.49367089,62.56781193,59.87318841,58.12431843,51.65714286,0.00041945,0.000215697,0.000304408,0.000508041,0.000502679,0.002619482,0.000345603,0.004015142,0.000199799,-5.20E-05,0.000712937,85.51617874,32.46753247,81.87311178,22.31404959,13.82352941,29.27927928,87.08860759,0.740523917,0.573099057,0.471156525,0.64612803,0.786518113,0.616012354,0.473431494,0.290125904,0.308925272,0.230020253,0.954468258,0.907014131,0.839689487,0.83393106,0.879902323,0.86889793,0.796196351,0.565929094,0.3977763,0.366401693,0.259476083,0.426900943,0.528843475,0.35387197,0.213481887,0.383987646,0.526568506,0.709874096,0.691074728,0.769979747,0.045531742,0.092985869,0.160310513,0.16606894,0.120097677,0.13110207,0.203803649,0.434070906,0.6022237,0.633598307,1,-1
14536,32.99513903,51.98941501,25.31264179,33.85659911,14.88452615,37.73459816,29.26008032,3.514932323,-0.051753276,2.814764098,1.007941921,1.671019642,0.586471777,0.970066986,0.636986828,-1.167697125,0.705354698,-0.997996412,-0.330374676,0.149354842,0.371722036,44.91877808,50.41355824,54.64067855,60.44470943,47.30711473,54.21246164,51.60883467,57.35294118,37.18778908,49.14529915,54.08388521,51.99203187,-0.000187813,-0.000155164,-0.000289216,-0.000363734,-0.00034755,0.000304898,-0.000181521,0.003090208,4.90E-05,8.47E-05,0.000613459,37.7388535,15.93886463,83.5078534,87.33766234,86.89320388,37.5,86.52094718,0.179407472,0.110098907,0.20436179,0.364575479,0.2608911,0.207596983,0.345218393,0.434819098,0.62404244,0.736444065,0.640124998,0.596722391,0.643211007,0.766903818,0.827572339,0.790685512,0.802924643,0.822410627,0.881209723,0.952603446,0.820592528,0.889901093,0.79563821,0.635424521,0.7391089,0.792403017,0.654781607,0.565180902,0.37595756,0.263555935,0.359875002,0.403277609,0.356788993,0.233096182,0.172427661,0.209314488,0.197075357,0.177589373,0.118790277,0.047396554,-1,1
14557,38.11852091,37.00541121,57.2640195,30.16727372,43.67045752,30.57713901,18.69344455,9.733549107,1.988583825,0.139737094,-1.315305448,1.818048693,-0.722290823,0.725799359,0.630382878,4.071398914,-1.729729456,3.894112923,2.54346415,1.002636188,-0.884357062,62.412505,42.58847533,30.18381438,60.80190402,34.29673016,54.58740391,41.22535214,19.41176471,76.92307692,67.7994429,61.30520765,44.44444444,0.001297509,0.000509802,0.000889182,0.001309848,0.001551997,0.001081204,0.000982351,0.002677928,0.000614939,8.43E-05,0.000390346,69.18678526,36.55913978,16.04938272,83.67952522,14.67391304,29.15451895,39.22413793,0.944260335,0.979266191,0.899834658,0.954739239,0.934490085,0.751921498,0.639759204,0.520771125,0.355162649,0.173906413,0.956410521,0.966229059,0.939953405,0.929132957,0.883170629,0.7121857,0.35206452,0.136893973,0.06219121,0.011007188,0.055739665,0.020733809,0.100165342,0.045260761,0.065509915,0.248078502,0.360240796,0.479228875,0.644837351,0.826093587,0.043589479,0.033770941,0.060046595,0.070867043,0.116829371,0.2878143,0.64793548,0.863106027,0.93780879,0.988992812,1,-1
14561,36.48772962,29.26008032,44.88389277,49.00267992,55.23340385,32.99513903,14.88452615,8.713369073,2.264614292,0.636986828,-0.909281996,3.379988482,-1.166090342,-0.051753276,0.586471777,2.150949127,-0.927202874,2.877053086,3.719368719,4.444691138,1.682206228,65.14047157,51.60883467,41.44741919,70.9307525,29.99934724,44.91877808,47.30711473,53.72290292,64.66356327,71.86932849,77.44433688,63.24732536,0.001915432,0.000167098,0.000235592,0.000599933,0.001544022,0.001285903,0.001369726,0.0022435,0.00125796,0.000672031,0.000721103,63.286945,86.52094718,97.3357016,76.54008439,47.89473684,37.7388535,86.89320388,0.934490085,0.751921498,0.639759204,0.520771125,0.355162649,0.173906413,0.133120654,0.128797469,0.086800741,0.102883676,0.883170629,0.7121857,0.35206452,0.136893973,0.06219121,0.011007188,0.0050225,0.021331646,0.086123657,0.299729603,0.065509915,0.248078502,0.360240796,0.479228875,0.644837351,0.826093587,0.866879346,0.871202531,0.913199259,0.897116324,0.116829371,0.2878143,0.64793548,0.863106027,0.93780879,0.988992812,0.9949775,0.978668354,0.913876343,0.700270397,1,-1
14594,23.76239993,29.64278842,12.99627961,49.80373238,19.73474167,37.04714182,37.00113544,2.376281241,0.357000023,0.871871984,2.957403057,0.202627163,2.906385728,2.426773856,0.377277417,-2.077622951,1.857806127,-1.848316789,-1.230820564,-0.76141697,0.459429486,41.01112834,54.28969889,57.44016804,37.13296021,57.21319212,57.0555371,51.89860844,61.12084063,29.85564304,34.07079646,51.67873601,46.26168224,-0.000637945,-0.00023853,-0.00041524,-0.000587272,-0.000803601,0.002014565,-0.000399784,0.00296772,1.94E-05,0.000941132,0.002550068,18.7230371,50.52356021,56.59090909,81.87311178,56.40495868,37.28179551,95.51954242,0.159732793,0.13839155,0.187996522,0.188900727,0.331485683,0.489043813,0.444748111,0.45329369,0.676986138,0.788225968,0.621892945,0.686699189,0.749518247,0.801901293,0.892065681,0.959196596,0.969780292,0.960277189,0.962244513,0.98375963,0.840267207,0.86160845,0.812003478,0.811099273,0.668514317,0.510956187,0.555251889,0.54670631,0.323013862,0.211774032,0.378107055,0.313300811,0.250481753,0.198098707,0.107934319,0.040803404,0.030219708,0.039722811,0.037755487,0.01624037,1,1
14639,49.19501713,28.13226861,53.35848965,30.17443494,53.54850956,23.34185549,31.65530355,5.13473617,-0.035930246,3.287515018,1.099599132,0.268441379,0.942823259,-0.240659589,-0.573026532,0.384340751,1.226000748,-0.486511657,-0.795677907,-1.553021504,-1.13048528,46.30648026,59.98829235,61.19671319,50.61426827,64.62641023,54.30106739,35.04910086,60.94182825,43.67816092,44.38396833,44.57716197,43.06406685,-0.000445953,0.000113323,0.000120889,8.88E-05,-0.000246949,-0.000192031,-0.000395274,0.001622786,-0.000180154,0.000278921,-0.000123848,81.28772636,80.16528926,29.3059126,4.240282686,99.14529915,75.83333333,25.58139535,0.097455363,0.263316526,0.530249155,0.38709378,0.700878175,0.588293691,0.69578948,0.69130709,0.590253985,0.596217194,0.436643058,0.654040948,0.965702457,0.985810236,0.990370601,0.980320383,0.960965811,0.924390799,0.828671114,0.726355122,0.902544637,0.736683474,0.469750845,0.61290622,0.299121825,0.411706309,0.30421052,0.30869291,0.409746015,0.403782806,0.563356942,0.345959052,0.034297543,0.014189764,0.009629399,0.019679617,0.039034189,0.075609201,0.171328886,0.273644878,1,1
